Sludinājumidatums_2,Ist.,m2,Stāvs,Stavs,Sērija,Cena,"Cena, m2",Ielas nosaukums,Ielas numurs,Iela full,Rajons,Merged,Year
Продается 3 комнатная уютная квартира в Саркандавгаве. Довоенный 2 э,3,67,1,1,P. kara,"35,000",522.3880597,Limbažu,1,Sarkandaugava Limbažu 1,Sarkandaugava,"Latvia, Riga, Sarkandaugava Limbažu 1",2018
"Saimnieks pārdod ļoti labu 65m2 dzīvokli, Juglā uz brīvības gatves.",3,65,1,1,Staļina,"63,000",969.2307692,Brīvības,443,Jugla Brīvības 443,Jugla,"Latvia, Riga, Jugla Brīvības 443",2018
"Свежий капитальный ремонт, полностью меблирована и с кухонной техник",3,61,3,3,LT proj.,"60,000",983.6065574,Lokomotīves,76,Ķengarags Lokomotīves 76,Ķengarags,"Latvia, Riga, Ķengarags Lokomotīves 76",2018
Silts un mājīgs dzīvoklis klusā vietā. Blakus sabiedriskais transpor,3,85,2,2,Specpr.,"80,000",941.1764706,Limbažu,1/1,Sarkandaugava Limbažu 1/1,Sarkandaugava,"Latvia, Riga, Sarkandaugava Limbažu 1/1",2018
"3-istabu dzīvoklis ar kvalitatīvu kapitālo remontu, skaistā, zaļā ra",3,78,9,9,Čehu pr.,"94,500",1211.538462,Rigondas g.,5,Imanta Rigondas g. 5,Imanta,"Latvia, Riga, Imanta Rigondas g. 5",2018
Прекрасное предложение: 3-х комн. квартира в в центре Плявниеков.,3,63,3,3,602.,"68,000",1079.365079,Grestes,4,Pļavnieki Grestes 4,Pļavnieki,"Latvia, Riga, Pļavnieki Grestes 4",2018
Dzīvoklis ir loti labā tehniskā un vizuālā stāvoklī. Neprasa papildu,3,69,4,4,103.,"77,500",1123.188406,Ilūkstes,103,Purvciems Ilūkstes 103,Purvciems,"Latvia, Riga, Purvciems Ilūkstes 103",2018
Трехкомнатная квартира со всеми удобствами по отличной цене. Произве,3,54,1,1,103.,"31,000",574.0740741,Sofijas,6,Sarkandaugava Sofijas 6,Sarkandaugava,"Latvia, Riga, Sarkandaugava Sofijas 6",2018
Продается эксклюзивный пентхаус. Комплекс включает в себя два 24-э,3,150,24,24,Specpr.,"351,500",2343.333333,Anniņmuižas,63,Imanta Anniņmuižas 63,Imanta,"Latvia, Riga, Imanta Anniņmuižas 63",2018
"Gaumīgs, mājīgs un radošiem cilvēkiem piemērots trīs istabu dzīvokli",3,100,2,2,Renov.,"160,000",1600,Ernestīnes,15,Āgenskalns Ernestīnes 15,Āgenskalns,"Latvia, Riga, Āgenskalns Ernestīnes 15",2018
"Pārdod mājīgu un saulainu dzīvokli, kuram veikta pārdomāta pārbūve.",3,76,1,1,119.,"84,000",1105.263158,Ruses,14,Zolitūde Ruses 14,Zolitūde,"Latvia, Riga, Zolitūde Ruses 14",2018
Редкое предложение в одном из лучших спецпроектов в городе. Дом из к,3,65,2,2,Specpr.,"78,000",1200,Kleistu,2,Imanta Kleistu 2,Imanta,"Latvia, Riga, Imanta Kleistu 2",2018
Квартира в престижном районе ботанического сада. Чистая и аккуратн,3,60,4,4,467.,"48,000",800,Vīlipa,8,Āgenskalns Vīlipa 8,Āgenskalns,"Latvia, Riga, Āgenskalns Vīlipa 8",2018
Частично отремонтированная квартира в районе Ботанического сада. +,3,55,5,5,LT proj.,"53,000",963.6363636,Dārza,38,Dzegužkalns Dārza 38,Dzegužkalns,"Latvia, Riga, Dzegužkalns Dārza 38",2018
Lat/rus/eng. Tiek pārdods plašs 3-ist. dzīvoklis brinišķīga un prest,3,95,3,3,Staļina,"122,000",1284.210526,Brīvības,234,Teika Brīvības 234,Teika,"Latvia, Riga, Teika Brīvības 234",2018
"Pārdodam savu mīļo dzīvokli, sakarā ar mājas celtniecību. Trīs izolē",3,71,2,2,Čehu pr.,"89,000",1253.521127,Ķempes,11,Mežaparks Ķempes 11,Mežaparks,"Latvia, Riga, Mežaparks Ķempes 11",2018
"Квартира неугловая, светлая, теплая. состояние обычное, без ремонта.",3,63,3,3,602.,"63,000",1000,Eizenšteina,53,Mežciems Eizenšteina 53,Mežciems,"Latvia, Riga, Mežciems Eizenšteina 53",2018
Pārdodam divlīmeņa dzīvokli Iļģuciemā. Dzīvoklim ir visas ērtības-,3,90,1,1,Hrušč.,"55,000",611.1111111,Kreslera,1k1,Iļģuciems Kreslera 1k1,Iļģuciems,"Latvia, Riga, Iļģuciems Kreslera 1k1",2018
"Отличная квартира с ремонтом в лучшем месте Пурвциемса, комнаты две",3,60,2,2,LT proj.,"59,900",998.3333333,Nīcgales,12,Purvciems Nīcgales 12,Purvciems,"Latvia, Riga, Purvciems Nīcgales 12",2018
AS Privatbank meitas uzņēmuma īpašums. Pārdod 3 istabu dzīvokli ar,3,67,2,2,LT proj.,"53,400",797.0149254,Aglonas,28,Ķengarags Aglonas 28,Ķengarags,"Latvia, Riga, Ķengarags Aglonas 28",2018
Trīsistabu dzīvoklis dažu soļu attālumā no Daugavas promenādes. Dzīv,3,60,3,3,Hrušč.,"49,999",833.3166667,Maskavas 258,k-6,Ķengarags Maskavas 258 k-6,Ķengarags,"Latvia, Riga, Ķengarags Maskavas 258 k-6",2018
Plašs 3-istabu dzīvoklis mūra Staļina laika mājā. Dzīvoklim ir augst,3,77,2,2,Staļina,"68,500",889.6103896,Lubānas 41,k-4,Pļavnieki Lubānas 41 k-4,Pļavnieki,"Latvia, Riga, Pļavnieki Lubānas 41 k-4",2018
"Plašs un gaišs trīsistabu dzīvoklis lieliskā vietā. Zaļš, mierīgs ra",3,63,9,9,602.,"56,900",903.1746032,Eizenšteina,69,Mežciems Eizenšteina 69,Mežciems,"Latvia, Riga, Mežciems Eizenšteina 69",2018
Ogļu 32-1. Īpašnieks pārdod ekskluzīvo 3-istabu dzīvokli Ķīpsalā.,3,79,1,1,P. kara,"212,500",2689.873418,Ogļu,32,Ķīpsala Ogļu 32,Ķīpsala,"Latvia, Riga, Ķīpsala Ogļu 32",2018
Самый лучший и редкий проэкт 3 комн. квартиры-распашенка. Стена,3,69,1,1,LT proj.,"48,500",702.8985507,Edžiņa g.,9,Vecmīlgrāvis Edžiņa g. 9,Vecmīlgrāvis,"Latvia, Riga, Vecmīlgrāvis Edžiņa g. 9",2018
"Trīsistabu dzīvoklis ar labu plānojumu - divas istabas ir izolētas,",3,60,3,3,LT proj.,"46,500",775,Salaspils 6,k-3,Ķengarags Salaspils 6 k-3,Ķengarags,"Latvia, Riga, Ķengarags Salaspils 6 k-3",2018
"Предлагается хорошая квартира. Две изолированные комнаты, одна прохо",3,60,1,1,P. kara,"27,500",458.3333333,Maskavas,149,Maskavas priekšpilsēta Maskavas 149,Maskavas priekšpilsēta,"Latvia, Riga, Maskavas priekšpilsēta Maskavas 149",2018
"Продаётся просторная, светлая квартира в Сталинском доме с высокими",3,65,4,4,Staļina,"66,500",1023.076923,Viestura pr.,22,Mangaļi Viestura pr. 22,Mangaļi,"Latvia, Riga, Mangaļi Viestura pr. 22",2018
"Pārdodu plašu, gaišu un ļoti omuligu dzīvokli. Apsildāmā grīda korid",3,62,2,2,602.,"68,000",1096.774194,Tīnūžu,4,Pļavnieki Tīnūžu 4,Pļavnieki,"Latvia, Riga, Pļavnieki Tīnūžu 4",2018
"Unikāls dzīvokļu projekts izvietots slēgtā, zaļā teritorijā ar dižko",3,42,3,3,Renov.,"84,000",2000,Raunas,1,Purvciems Raunas 1,Purvciems,"Latvia, Riga, Purvciems Raunas 1",2018
Pārdod trīs istabu dzīvokli Ziepniekkalnā. Dzīvoklī ir atsevišķa v,3,79,7,7,Specpr.,"99,000",1253.164557,Kartupeļu,47,Ziepniekkalns Kartupeļu 47,Ziepniekkalns,"Latvia, Riga, Ziepniekkalns Kartupeļu 47",2018
Уникальная двухуровневая квартира в проектe с детской площадкой и па,3,86,2,2,Renov.,"159,000",1848.837209,Raunas,15a,Purvciems Raunas 15a,Purvciems,"Latvia, Riga, Purvciems Raunas 15a",2018
Уникальный проект с детской площадкой и парковкой на закрытой зелёно,3,52,3,3,Renov.,"100,000",1923.076923,Raunas,15a,Purvciems Raunas 15a,Purvciems,"Latvia, Riga, Purvciems Raunas 15a",2018
"Pārdod plašu 2 līmeņu dzīvokli pilnībā renovētā Vecrīgas ēkā, kura 1",3,83,3,3,Renov.,"258,000",3108.433735,Palasta,9,Vecrīga Palasta 9,Vecrīga,"Latvia, Riga, Vecrīga Palasta 9",2018
Владелец продает 3-комнатную квартиру в Пурвциемсе. Квартира без дол,3,59,6,6,467.,"58,900",998.3050847,Dzelzavas,75,Purvciems Dzelzavas 75,Purvciems,"Latvia, Riga, Purvciems Dzelzavas 75",2018
Pārdodam 3 istabu dzīvokli Ziepniekkalnā. Zeme zem ēkas ir privat,3,75,7,7,119.,"65,500",873.3333333,Bruknas,12,Ziepniekkalns Bruknas 12,Ziepniekkalns,"Latvia, Riga, Ziepniekkalns Bruknas 12",2018
"Saimnieks pārdod 3 istabu dzīvokli Staļina laika mājā, blakus lielve",3,75,1,1,Staļina,"85,000",1133.333333,Maskavas,381,Ķengarags Maskavas 381,Ķengarags,"Latvia, Riga, Ķengarags Maskavas 381",2018
"Квартира солнечная, теплая, не угловая. Лоджия. Окна выходят в больш",3,54,4,4,LT proj.,"43,999",814.7962963,Kurzemes pr.,52,Imanta Kurzemes pr. 52,Imanta,"Latvia, Riga, Imanta Kurzemes pr. 52",2018
"Pārdod gaišu 602-sērijas dzīvokli Pļavniekos, A. Saharova ielā 5/1.",3,63,8,8,602.,"69,500",1103.174603,Saharova,5/1,Pļavnieki Saharova 5/1,Pļavnieki,"Latvia, Riga, Pļavnieki Saharova 5/1",2018
"Продаем просторную квартиру на улице Jēkabpils 15, на территории с р",3,36,3,3,P. kara,"29,000",805.5555556,Jēkabpils,15,Maskavas priekšpilsēta Jēkabpils 15,Maskavas priekšpilsēta,"Latvia, Riga, Maskavas priekšpilsēta Jēkabpils 15",2018
Reta izdevība iegādāties lielisku trīs istabu dzīvokli vienā no Āgen,3,77,4,4,Renov.,"129,000",1675.324675,Mārtiņa,8A,Āgenskalns Mārtiņa 8A,Āgenskalns,"Latvia, Riga, Āgenskalns Mārtiņa 8A",2018
"Pārdod 3-istabu dzīvokli Rīgā, Salaspils ielā 18 k-6. Divas istabas",3,60,3,3,LT proj.,"47,000",783.3333333,Salaspils,18,Ķengarags Salaspils 18,Ķengarags,"Latvia, Riga, Ķengarags Salaspils 18",2018
"Собственник продаёт квартиру в хорошем состоянии, все 3 комнаты изол",3,66,1,1,602.,"80,000",1212.121212,Kurzemes pr.,164,Imanta Kurzemes pr. 164,Imanta,"Latvia, Riga, Imanta Kurzemes pr. 164",2018
"Tiek pārdots ērts trīs istabu dzīvoklis Teikā kopējo platību 62, 2 k",3,62,3,3,Specpr.,"60,500",975.8064516,Biķernieku,12,Teika Biķernieku 12,Teika,"Latvia, Riga, Teika Biķernieku 12",2018
"Тихое место, дом далеко от трассы. Стеклопакеты, мет. дв, встроенная",3,61,6,6,467.,"48,500",795.0819672,Lubānas,56,Krasta r-ns Lubānas 56,Krasta r-ns,"Latvia, Riga, Krasta r-ns Lubānas 56",2018
3. istabu dzīvoklis. Krasta masīvs. Maskavas 218. 5.stāvs. Labā stāv,3,60,9,9,467.,"67,000",1116.666667,Maskavas,218,Krasta r-ns Maskavas 218,Krasta r-ns,"Latvia, Riga, Krasta r-ns Maskavas 218",2018
Tiek pārdots plašs trīsistabu dzīvoklis lietuviešu projekta mājā Ima,3,66,2,2,LT proj.,"47,500",719.6969697,Slokas,185,Imanta Slokas 185,Imanta,"Latvia, Riga, Imanta Slokas 185",2018
Pārdod atbrīvotu trīsistabu dzīvokli Iļguciemā. Zeme īpašumā. Liel,3,59,1,1,467.,"48,500",822.0338983,Dzirciema,59,Iļģuciems Dzirciema 59,Iļģuciems,"Latvia, Riga, Iļģuciems Dzirciema 59",2018
"Квартира в одноподъездном доме, чистый закрытый подъезд. Один из пос",3,78,1,1,119.,"75,000",961.5384615,Saulgožu,27/5,Iļģuciems Saulgožu 27/5,Iļģuciems,"Latvia, Riga, Iļģuciems Saulgožu 27/5",2018
"Продаётся 3-комнатная квартира на 5 этаже. Серединка дома, кухня,",3,72,5,5,Specpr.,"45,000",625,Parādes,32,Daugavgrīva Parādes 32,Daugavgrīva,"Latvia, Riga, Daugavgrīva Parādes 32",2018
"Pārdot dzīvokli-komerctelpas prestižajā jugendstīla ēkā ""Alises Apar",3,71,1,1,Renov.,"145,000",2042.253521,Alīses,5,Āgenskalns Alīses 5,Āgenskalns,"Latvia, Riga, Āgenskalns Alīses 5",2018
"Pārdod 3. istabu dzīvokli. Dzīvoklis nav mājas stūrī, atrodas ēkas v",3,62,5,5,602.,"62,500",1008.064516,Deglava,164,Pļavnieki Deglava 164,Pļavnieki,"Latvia, Riga, Pļavnieki Deglava 164",2018
Piedāvājumā labs 3-istabu dzīvoklis Pļavniekos(zeme zem ēkas īpašumā,3,63,8,8,602.,"70,600",1120.634921,Dravnieku,6,Pļavnieki Dravnieku 6,Pļavnieki,"Latvia, Riga, Pļavnieki Dravnieku 6",2018
Предлагаем отличную 3ех комнатную квартиру(в цену входят 2 собственн,3,63,6,6,602.,"76,500",1214.285714,Jasmuižas,11,Pļavnieki Jasmuižas 11,Pļavnieki,"Latvia, Riga, Pļavnieki Jasmuižas 11",2018
"Светлая, просторная квартира отличной планировки с большой переходно",3,80,7,7,119.,"73,000",912.5,Bieziņa,10,Zolitūde Bieziņa 10,Zolitūde,"Latvia, Riga, Zolitūde Bieziņa 10",2018
"Pārdodu 3 istabas dzīvokli, visas isatbas ir izolētas nav caurstaigā",3,54,1,1,LT proj.,"58,000",1074.074074,Dudajeva g.,6,Purvciems Dudajeva g. 6,Purvciems,"Latvia, Riga, Purvciems Dudajeva g. 6",2018
"Продается светлая 3-х комнатная квартира в Пурвциемсе в районе Вэф,",3,56,1,1,Specpr.,"51,900",926.7857143,Biķernieku,31,Purvciems Biķernieku 31,Purvciems,"Latvia, Riga, Purvciems Biķernieku 31",2018
Продается 3-х комнатная квартира в Золитуде 2 изолированные комна,3,76,7,7,119.,"71,850",945.3947368,Lejiņa,20,Zolitūde Lejiņa 20,Zolitūde,"Latvia, Riga, Zolitūde Lejiņa 20",2018
"Īpašnieks pārdod gaišu, moderni pārplānotu dzīvokli ar mebēlēm. Ne",3,60,4,4,LT proj.,"87,100",1451.666667,Ieriķu,41,Teika Ieriķu 41,Teika,"Latvia, Riga, Teika Ieriķu 41",2018
"Elegants, gaišs un mājīgs izremontēts dzīvoklis. Dzīvoklī ir 3 is",3,62,7,7,602.,"80,000",1290.322581,Grestes,12,Pļavnieki Grestes 12,Pļavnieki,"Latvia, Riga, Pļavnieki Grestes 12",2018
"3 istabu dzīvoklis ar erkeri - mājā, kas neatstāj daudzus vienaldzīg",3,64,2,2,Renov.,"76,000",1187.5,Melnsila,14,Āgenskalns Melnsila 14,Āgenskalns,"Latvia, Riga, Āgenskalns Melnsila 14",2018
"Pārdod mājīgu, siltu dzīvokli ar remontu. Dzīvoklī taisīja remontu """,3,54,4,4,Hrušč.,"60,000",1111.111111,Lilijas,46,Iļģuciems Lilijas 46,Iļģuciems,"Latvia, Riga, Iļģuciems Lilijas 46",2018
Dzīvo ērtāk. Jūsu uzmanībai tiek piedāvāts trīsistabu dzīvoklis ar r,3,58,5,5,467.,"62,000",1068.965517,Lokomotīves,92,Ķengarags Lokomotīves 92,Ķengarags,"Latvia, Riga, Ķengarags Lokomotīves 92",2018
"Pārdodam mājīgu, saulainu trīsistabu dzīvokli Purvciemā, netālu no B",3,54,5,5,LT proj.,"58,500",1083.333333,Dudajeva g.,13,Purvciems Dudajeva g. 13,Purvciems,"Latvia, Riga, Purvciems Dudajeva g. 13",2018
"Apmierinošā stāvoklī, dzīvoklim vajadzīgs remonts. Divas istabas ir",3,60,5,5,LT proj.,"40,000",666.6666667,Lokomotīves,96,Ķengarags Lokomotīves 96,Ķengarags,"Latvia, Riga, Ķengarags Lokomotīves 96",2018
Земля в собственности - в самом центре Пурвциемса - отличная инфраст,3,63,6,6,602.,"65,900",1046.031746,Stirnu,35a,Purvciems Stirnu 35a,Purvciems,"Latvia, Riga, Purvciems Stirnu 35a",2018
Tiek pārdots mājīgs un saulains kapitāli izremontēts x3 istabas dzīv,3,62,8,8,602.,"81,000",1306.451613,Staiceles,11,Purvciems Staiceles 11,Purvciems,"Latvia, Riga, Purvciems Staiceles 11",2018
Pilnībā izolēts un atjaunots (viss jaunais iekšējais un ārējais) dzī,3,51,1,1,Renov.,"34,999",686.254902,Bauskas,98,Ziepniekkalns Bauskas 98,Ziepniekkalns,"Latvia, Riga, Ziepniekkalns Bauskas 98",2018
Pilnībā izolēts un atjaunots (viss jaunais iekšējais un ārējais) dzī,3,51,1,1,Renov.,"34,999",686.254902,Bauskas,98,Cits Bauskas 98,Cits,"Latvia, Riga, Cits Bauskas 98",2018
"Продаю 3ех комнатную квартиру в Плявниеках с мебелью, и бытовой техн",3,64,8,8,467.,"72,000",1125,Salnas,36,Pļavnieki Salnas 36,Pļavnieki,"Latvia, Riga, Pļavnieki Salnas 36",2018
"Просторная, солнечная, капитально отремонтированная квартира, не тре",3,75,3,3,119.,"77,000",1026.666667,Ozolciema,18,Ziepniekkalns Ozolciema 18,Ziepniekkalns,"Latvia, Riga, Ziepniekkalns Ozolciema 18",2018
"Lv/ru/eng Paša Vecrīgas sirdī, pie Prezidenta Pili, tiek pārdots",3,98,4,4,P. kara,"173,000",1765.306122,Jēkaba,26/28,Vecrīga Jēkaba 26/28,Vecrīga,"Latvia, Riga, Vecrīga Jēkaba 26/28",2018
Владелец продает 3 комнатную квартиру нестандартной планировки в дом,3,62,5,5,Specpr.,"68,500",1104.83871,Irlavas,20,Šampēteris-Pleskodāle Irlavas 20,Šampēteris-Pleskodāle,"Latvia, Riga, Šampēteris-Pleskodāle Irlavas 20",2018
У Вас есть реальная возможность встретить Новый Год в своей квартире,3,63,8,8,602.,"69,000",1095.238095,Slāvu,15,Pļavnieki Slāvu 15,Pļavnieki,"Latvia, Riga, Pļavnieki Slāvu 15",2018
"Pārdod, Dzīvoklis, Rīga, Mežaparks, Hamburgas iela, 158000 €. Dzīvok",3,82,3,3,P. kara,"158,000",1926.829268,Hamburgas,17,Mežaparks Hamburgas 17,Mežaparks,"Latvia, Riga, Mežaparks Hamburgas 17",2018
"Saulains dzīvoklis labā stāvoklī, jauna santehnika, pakešu logi, ies",3,59,3,3,Hrušč.,"41,000",694.9152542,Emmas,3a,Vecmīlgrāvis Emmas 3A,Vecmīlgrāvis,"Latvia, Riga, Vecmīlgrāvis Emmas 3A",2018
Хозяин продаёт квартиру в экологичном кирпичном доме. Удобное распол,3,70,3,3,Staļina,"67,000",957.1428571,Jūrmalas g.,37A,Imanta Jūrmalas g. 37A,Imanta,"Latvia, Riga, Imanta Jūrmalas g. 37A",2018
"Pārdod 3-istabu dzīvokli Purvciemā. ideāla legāla pārplānošana, plaš",3,74,3,3,119.,"79,900",1079.72973,Nīcgales,31,Purvciems Nīcgales 31,Purvciems,"Latvia, Riga, Purvciems Nīcgales 31",2018
Tiek pārdots dzīvoklis patīkamā vietā. Kvartāla attālumā no Dienvidu,3,64,2,2,Specpr.,"64,900",1014.0625,Preiļu,4,Dārzciems Preiļu 4,Dārzciems,"Latvia, Riga, Dārzciems Preiļu 4",2018
Silts un mājīgs dzīvoklis. Zeme īpašumā.,3,69,3,3,103.,"79,900",1157.971014,Nīcgales,48,Purvciems Nīcgales 48,Purvciems,"Latvia, Riga, Purvciems Nīcgales 48",2018
3 istabu dzīvoklis ar zemes domājamo daļu zem mājas. 3.stāvs piecs,3,69,3,3,103.,"79,900",1157.971014,Nīcgales,48,Dārzciems Nīcgales 48,Dārzciems,"Latvia, Riga, Dārzciems Nīcgales 48",2018
Хозяйка продает 3-х комнатную кооперативную квартиру. В квартире 2 и,3,62,1,1,602.,"58,500",943.5483871,Keldiša,9,Pļavnieki Keldiša 9,Pļavnieki,"Latvia, Riga, Pļavnieki Keldiša 9",2018
"Земля в собственности, освобожденная, теплая квартира в отличном мес",3,75,1,1,119.,"62,980",839.7333333,Ruses,7,Zolitūde Ruses 7,Zolitūde,"Latvia, Riga, Zolitūde Ruses 7",2018
"Продается просторная трех комнатная квартира, в 14-ти этажном доме с",3,69,4,4,Specpr.,"79,000",1144.927536,Spilves,25,Iļģuciems Spilves 25,Iļģuciems,"Latvia, Riga, Iļģuciems Spilves 25",2018
"Без посредников продается светлая, просторная (три изолированные ком",3,70,3,3,Specpr.,"70,000",1000,Parādes,34,Daugavgrīva Parādes 34,Daugavgrīva,"Latvia, Riga, Daugavgrīva Parādes 34",2018
Trīsistabu dzīvoklis vietā ar teicami attīstītu infrastruktūru. Dzīv,3,63,3,3,LT proj.,"55,900",887.3015873,Stirnu,19,Purvciems Stirnu 19,Purvciems,"Latvia, Riga, Purvciems Stirnu 19",2018
"Mūsdienīgs dzīvoklis ar labu remontu, pievilcīgā vietā blakus Mežapa",3,84,2,2,Renov.,"99,900",1189.285714,Viestura pr.,75,Mežaparks Viestura pr. 75,Mežaparks,"Latvia, Riga, Mežaparks Viestura pr. 75",2018
